,dh,dhid,mfdh,rgwp,dhwp,pp,rare
eval_accuracy,0.3707201889020071,0.679324894514768,0.24034334763948498,0.286231884057971,0.7526501766784452,0.8392857142857143,0.0
eval_precision,0.7396937573616019,0.5150822669104205,0.3128491620111732,0.8186528497409327,0.23878923766816143,0.31543624161073824,0.0
