,dh,dhid,mfdh,rgwp,dhwp,pp,rare
eval_accuracy,0.8526376146788991,0.48375451263537905,0.49070631970260226,0.8909353557240881,0.6481481481481481,0.7830188679245284,0.0
eval_precision,0.6314225053078556,0.728921124206709,0.9428571428571428,0.8751330258957077,0.6151142355008787,0.7280701754385965,0.0
