,dh,dhid,mfdh,rgwp,dhwp,pp,rare
eval_accuracy,0.8239678899082569,0.5818291215403129,0.43866171003717475,0.8353196099674973,0.5722222222222222,0.7735849056603774,0.0
eval_precision,0.740340030911901,0.633267845448592,0.9672131147540983,0.8401743552488194,0.4790697674418605,0.7321428571428571,0.0
