,dh,dhid,mfdh,rgwp,dhwp,pp,rare
eval_accuracy,0.5647935779816514,0.5788206979542719,0.45724907063197023,0.8707114481762369,0.2,0.0,0.0
eval_precision,0.6677966101694915,0.5823244552058111,0.5970873786407767,0.6793462947309101,0.4954128440366973,0.0,0.0
