,dh,dhid,mfdh,rgwp,dhwp,pp,rare
eval_accuracy,0.7488532110091743,0.5914560770156438,0.49070631970260226,0.8371253159985554,0.4925925925925926,0.6037735849056604,0.0
eval_precision,0.6536536536536537,0.6358344113842174,0.9361702127659575,0.8190812720848056,0.5205479452054794,0.8648648648648649,0.0
