,dh,dhid,mfdh,rgwp,dhwp,pp,rare
eval_accuracy,0.5848623853211009,0.6335740072202166,0.45353159851301117,0.8714337305886601,0.0,0.0,0.0
eval_precision,0.6521739130434783,0.5982954545454545,0.6009852216748769,0.6753428491463755,0.0,0.0,0.0
