,dh,dhid,mfdh,rgwp,dhwp,pp,rare
eval_accuracy,0.6186926605504587,0.5505415162454874,0.8141263940520446,0.8403755868544601,0.4888888888888889,0.9716981132075472,0.4
eval_precision,0.7222222222222222,0.6895252449133383,0.85546875,0.8272307145396374,0.4943820224719101,0.2814207650273224,0.012903225806451613
