,dh,dhid,mfdh,rgwp,dhwp,pp,rare
eval_accuracy,0.39793577981651373,0.5998796630565584,0.6691449814126395,0.7934272300469484,0.6166666666666667,0.0,0.0
eval_precision,0.48565430370888735,0.5297555791710946,0.7659574468085106,0.7687193841847446,0.47844827586206895,0.0,0.0
