,dh,dhid,mfdh,rgwp,dhwp,pp,rare
eval_accuracy,0.5714285714285714,0.7727546714888487,0.0,0.6032608695652174,0.42226148409893993,0.0,0.0
eval_precision,0.680731364275668,0.5221995926680244,0.0,0.6359007001909611,0.5010482180293501,0.0,0.0
