,dh,dhid,mfdh,rgwp,dhwp,pp,rare
eval_accuracy,0.6357733175914995,0.5539481615430982,0.33476394849785407,0.6944444444444444,0.3957597173144876,0.0,0.0
eval_precision,0.6912708600770219,0.5809102402022756,0.430939226519337,0.5253540429419826,0.5397590361445783,0.0,0.0
