,dh,dhid,mfdh,rgwp,dhwp,pp,rare
eval_accuracy,0.6978211009174312,0.43501805054151627,0.3680297397769517,0.9133261105092091,0.37962962962962965,0.0,0.0
eval_precision,0.621235324144972,0.6706864564007421,0.9252336448598131,0.7172433352240499,0.47674418604651164,0.0,0.0
