,dh,dhid,mfdh,rgwp,dhwp,pp,rare
eval_accuracy,0.7505733944954128,0.5848375451263538,0.49070631970260226,0.8353196099674973,0.48703703703703705,0.6037735849056604,0.0
eval_precision,0.6512437810945274,0.631578947368421,0.9041095890410958,0.8254817987152034,0.5019083969465649,0.810126582278481,0.0
