,dh,dhid,mfdh,rgwp,dhwp,pp,rare
eval_accuracy,0.7491145218417946,0.6365280289330922,0.5879828326180258,0.6292270531400966,0.6342756183745583,0.5982142857142857,0.0
eval_precision,0.6753592336349122,0.6338535414165666,0.7135416666666666,0.8040123456790124,0.44875,0.8375,0.0
