,dh,dhid,mfdh,rgwp,dhwp,pp,rare
eval_accuracy,0.7969303423848878,0.7058468957203134,0.6137339055793991,0.6594202898550725,0.6890459363957597,0.7410714285714286,0.0
eval_precision,0.7377049180327869,0.6608352144469526,0.7295918367346939,0.8792270531400966,0.49304677623261695,0.8924731182795699,0.0
