,dh,dhid,mfdh,rgwp,dhwp,pp,rare
eval_accuracy,0.24557260920897284,0.5883062085593731,0.055793991416309016,0.8242753623188406,0.726148409893993,0.017857142857142856,0.0
eval_precision,0.5583892617449664,0.6084788029925187,0.9285714285714286,0.5596555965559655,0.3669642857142857,0.6666666666666666,0.0
