,dh,dhid,mfdh,rgwp,dhwp,pp,rare
eval_accuracy,0.6496559633027523,0.5354993983152828,0.8178438661710037,0.8396533044420368,0.4888888888888889,0.9716981132075472,0.4
eval_precision,0.727214377406932,0.7018927444794952,0.8527131782945736,0.8297644539614561,0.5,0.2968299711815562,0.011799410029498525
