model,fit_time,score_time,train_balanced_accuracy,test_balanced_accuracy,train_recall,test_recall,train_precision,test_precision,train_roc_auc,test_roc_auc,train_log_loss,test_log_loss,num_clusters,find_num_clusters,num_components,cov_type,kernel,alpha,criterion,n_estimators,max_features,max_samples,resample,decision_function_shape,gamma,n_neighbors,sampling_strategy,batch_size,epochs,learning_rate,rnn_size,dense_units,dropout,attention,bidirectional,regularize,print_results,output,data_file,model_type,name
baseline,0.0008366584777832031,0.0012030601501464844,0.14285714285714285,0.14285714285714285,0.38820962178017393,0.3882096265191544,0.150706713534866,0.15070671431546728,nan,nan,nan,nan,15,both,15,tied,rbf,0.2,entropy,100,sqrt,0.6,0,ovr,auto,20,not minority,32,15,0.01,100,100,0.2,0,0,0,0,tuning/tuning_results/tuning_run06.csv,preprocessed_data_k5.txt,baseline,
rf,0.2198028087615967,0.017407608032226563,0.8136055073718301,0.7604712163431935,0.700229543388547,0.6889235194480594,0.7771004867252055,0.7664109770415088,0.9242227548659848,0.9155062307332159,1.0183446251571842,1.2138553636350635,15,both,15,tied,rbf,0.2,entropy,25,sqrt,0.4,1,ovr,auto,20,not minority,32,15,0.01,100,100,0.2,0,0,0,0,tuning/tuning_results/tuning_run06.csv,preprocessed_data_k5.txt,rf,
rf,0.22066946029663087,0.017452287673950195,0.8136055073718301,0.7604712163431935,0.700229543388547,0.6889235194480594,0.7771004867252055,0.7664109770415088,0.9242227548659848,0.9155062307332159,1.0183446251571842,1.2138553636350635,15,both,15,tied,rbf,0.2,entropy,25,sqrt,0.6,1,ovr,auto,20,not minority,32,15,0.01,100,100,0.2,0,0,0,0,tuning/tuning_results/tuning_run06.csv,preprocessed_data_k5.txt,rf,
rf,0.22089791297912598,0.017528486251831055,0.8136055073718301,0.7604712163431935,0.700229543388547,0.6889235194480594,0.7771004867252055,0.7664109770415088,0.9242227548659848,0.9155062307332159,1.0183446251571842,1.2138553636350635,15,both,15,tied,rbf,0.2,entropy,25,sqrt,0.8,1,ovr,auto,20,not minority,32,15,0.01,100,100,0.2,0,0,0,0,tuning/tuning_results/tuning_run06.csv,preprocessed_data_k5.txt,rf,
rf,0.22026829719543456,0.017419195175170897,0.8136055073718301,0.7604712163431935,0.700229543388547,0.6889235194480594,0.7771004867252055,0.7664109770415088,0.9242227548659848,0.9155062307332159,1.0183446251571842,1.2138553636350635,15,both,15,tied,rbf,0.2,entropy,25,log2,0.4,1,ovr,auto,20,not minority,32,15,0.01,100,100,0.2,0,0,0,0,tuning/tuning_results/tuning_run06.csv,preprocessed_data_k5.txt,rf,
rf,0.22144088745117188,0.017498064041137695,0.8136055073718301,0.7604712163431935,0.700229543388547,0.6889235194480594,0.7771004867252055,0.7664109770415088,0.9242227548659848,0.9155062307332159,1.0183446251571842,1.2138553636350635,15,both,15,tied,rbf,0.2,entropy,25,log2,0.6,1,ovr,auto,20,not minority,32,15,0.01,100,100,0.2,0,0,0,0,tuning/tuning_results/tuning_run06.csv,preprocessed_data_k5.txt,rf,
rf,0.220397424697876,0.017250251770019532,0.8136055073718301,0.7604712163431935,0.700229543388547,0.6889235194480594,0.7771004867252055,0.7664109770415088,0.9242227548659848,0.9155062307332159,1.0183446251571842,1.2138553636350635,15,both,15,tied,rbf,0.2,entropy,25,log2,0.8,1,ovr,auto,20,not minority,32,15,0.01,100,100,0.2,0,0,0,0,tuning/tuning_results/tuning_run06.csv,preprocessed_data_k5.txt,rf,
rf,0.19040946960449218,0.01767759323120117,0.8145296661664849,0.7542574760390608,0.6997636420451319,0.6841964636136415,0.7777823254857295,0.7646564215761639,0.9218031860636404,0.9125417371345353,1.0635496933488129,1.2423009626933594,15,both,15,tied,rbf,0.2,gini,25,sqrt,0.4,1,ovr,auto,20,not minority,32,15,0.01,100,100,0.2,0,0,0,0,tuning/tuning_results/tuning_run06.csv,preprocessed_data_k5.txt,rf,
rf,0.1887432098388672,0.01756744384765625,0.8145296661664849,0.7542574760390608,0.6997636420451319,0.6841964636136415,0.7777823254857295,0.7646564215761639,0.9218031860636404,0.9125417371345353,1.0635496933488129,1.2423009626933594,15,both,15,tied,rbf,0.2,gini,25,sqrt,0.6,1,ovr,auto,20,not minority,32,15,0.01,100,100,0.2,0,0,0,0,tuning/tuning_results/tuning_run06.csv,preprocessed_data_k5.txt,rf,
rf,0.1915572166442871,0.017592573165893556,0.8145296661664849,0.7542574760390608,0.6997636420451319,0.6841964636136415,0.7777823254857295,0.7646564215761639,0.9218031860636404,0.9125417371345353,1.0635496933488129,1.2423009626933594,15,both,15,tied,rbf,0.2,gini,25,sqrt,0.8,1,ovr,auto,20,not minority,32,15,0.01,100,100,0.2,0,0,0,0,tuning/tuning_results/tuning_run06.csv,preprocessed_data_k5.txt,rf,
rf,0.18830599784851074,0.017729663848876955,0.8145296661664849,0.7542574760390608,0.6997636420451319,0.6841964636136415,0.7777823254857295,0.7646564215761639,0.9218031860636404,0.9125417371345353,1.0635496933488129,1.2423009626933594,15,both,15,tied,rbf,0.2,gini,25,log2,0.4,1,ovr,auto,20,not minority,32,15,0.01,100,100,0.2,0,0,0,0,tuning/tuning_results/tuning_run06.csv,preprocessed_data_k5.txt,rf,
rf,0.18951449394226075,0.0176544189453125,0.8145296661664849,0.7542574760390608,0.6997636420451319,0.6841964636136415,0.7777823254857295,0.7646564215761639,0.9218031860636404,0.9125417371345353,1.0635496933488129,1.2423009626933594,15,both,15,tied,rbf,0.2,gini,25,log2,0.6,1,ovr,auto,20,not minority,32,15,0.01,100,100,0.2,0,0,0,0,tuning/tuning_results/tuning_run06.csv,preprocessed_data_k5.txt,rf,
rf,0.19006843566894532,0.017667007446289063,0.8145296661664849,0.7542574760390608,0.6997636420451319,0.6841964636136415,0.7777823254857295,0.7646564215761639,0.9218031860636404,0.9125417371345353,1.0635496933488129,1.2423009626933594,15,both,15,tied,rbf,0.2,gini,25,log2,0.8,1,ovr,auto,20,not minority,32,15,0.01,100,100,0.2,0,0,0,0,tuning/tuning_results/tuning_run06.csv,preprocessed_data_k5.txt,rf,
rf,0.8613546848297119,0.061330127716064456,0.8229373352071594,0.7662860918324862,0.70087724548192,0.6892870215446903,0.7829674521780815,0.7734934960448945,0.9335894400325045,0.9255016212192778,0.7876019758904406,0.8450845604200955,15,both,15,tied,rbf,0.2,entropy,100,sqrt,0.4,1,ovr,auto,20,not minority,32,15,0.01,100,100,0.2,0,0,0,0,tuning/tuning_results/tuning_run06.csv,preprocessed_data_k5.txt,rf,
rf,0.8502803802490234,0.06102151870727539,0.8229373352071594,0.7662860918324862,0.70087724548192,0.6892870215446903,0.7829674521780815,0.7734934960448945,0.9335894400325045,0.9255016212192778,0.7876019758904406,0.8450845604200955,15,both,15,tied,rbf,0.2,entropy,100,sqrt,0.6,1,ovr,auto,20,not minority,32,15,0.01,100,100,0.2,0,0,0,0,tuning/tuning_results/tuning_run06.csv,preprocessed_data_k5.txt,rf,
rf,0.8594362735748291,0.06121983528137207,0.8229373352071594,0.7662860918324862,0.70087724548192,0.6892870215446903,0.7829674521780815,0.7734934960448945,0.9335894400325045,0.9255016212192778,0.7876019758904406,0.8450845604200955,15,both,15,tied,rbf,0.2,entropy,100,sqrt,0.8,1,ovr,auto,20,not minority,32,15,0.01,100,100,0.2,0,0,0,0,tuning/tuning_results/tuning_run06.csv,preprocessed_data_k5.txt,rf,
rf,0.852660083770752,0.06113109588623047,0.8229373352071594,0.7662860918324862,0.70087724548192,0.6892870215446903,0.7829674521780815,0.7734934960448945,0.9335894400325045,0.9255016212192778,0.7876019758904406,0.8450845604200955,15,both,15,tied,rbf,0.2,entropy,100,log2,0.4,1,ovr,auto,20,not minority,32,15,0.01,100,100,0.2,0,0,0,0,tuning/tuning_results/tuning_run06.csv,preprocessed_data_k5.txt,rf,
rf,0.8590632915496826,0.06143279075622558,0.8229373352071594,0.7662860918324862,0.70087724548192,0.6892870215446903,0.7829674521780815,0.7734934960448945,0.9335894400325045,0.9255016212192778,0.7876019758904406,0.8450845604200955,15,both,15,tied,rbf,0.2,entropy,100,log2,0.6,1,ovr,auto,20,not minority,32,15,0.01,100,100,0.2,0,0,0,0,tuning/tuning_results/tuning_run06.csv,preprocessed_data_k5.txt,rf,
rf,0.8502092838287354,0.06146783828735351,0.8229373352071594,0.7662860918324862,0.70087724548192,0.6892870215446903,0.7829674521780815,0.7734934960448945,0.9335894400325045,0.9255016212192778,0.7876019758904406,0.8450845604200955,15,both,15,tied,rbf,0.2,entropy,100,log2,0.8,1,ovr,auto,20,not minority,32,15,0.01,100,100,0.2,0,0,0,0,tuning/tuning_results/tuning_run06.csv,preprocessed_data_k5.txt,rf,
rf,0.7269702911376953,0.06288890838623047,0.8221630278630689,0.7635940271472453,0.7037180157635672,0.6890597281609552,0.783699062854906,0.7714472957870494,0.9326529294773074,0.9238153574040837,0.7921819882973395,0.8530734288976667,15,both,15,tied,rbf,0.2,gini,100,sqrt,0.4,1,ovr,auto,20,not minority,32,15,0.01,100,100,0.2,0,0,0,0,tuning/tuning_results/tuning_run06.csv,preprocessed_data_k5.txt,rf,
rf,0.7218990325927734,0.0625570297241211,0.8221630278630689,0.7635940271472453,0.7037180157635672,0.6890597281609552,0.783699062854906,0.7714472957870494,0.9326529294773074,0.9238153574040837,0.7921819882973395,0.8530734288976667,15,both,15,tied,rbf,0.2,gini,100,sqrt,0.6,1,ovr,auto,20,not minority,32,15,0.01,100,100,0.2,0,0,0,0,tuning/tuning_results/tuning_run06.csv,preprocessed_data_k5.txt,rf,
rf,0.7288162708282471,0.06250114440917968,0.8221630278630689,0.7635940271472453,0.7037180157635672,0.6890597281609552,0.783699062854906,0.7714472957870494,0.9326529294773074,0.9238153574040837,0.7921819882973395,0.8530734288976667,15,both,15,tied,rbf,0.2,gini,100,sqrt,0.8,1,ovr,auto,20,not minority,32,15,0.01,100,100,0.2,0,0,0,0,tuning/tuning_results/tuning_run06.csv,preprocessed_data_k5.txt,rf,
rf,0.72895188331604,0.06266040802001953,0.8221630278630689,0.7635940271472453,0.7037180157635672,0.6890597281609552,0.783699062854906,0.7714472957870494,0.9326529294773074,0.9238153574040837,0.7921819882973395,0.8530734288976667,15,both,15,tied,rbf,0.2,gini,100,log2,0.4,1,ovr,auto,20,not minority,32,15,0.01,100,100,0.2,0,0,0,0,tuning/tuning_results/tuning_run06.csv,preprocessed_data_k5.txt,rf,
