,dh,dhid,mfdh,rgwp,dhwp,pp,rare
eval_accuracy,0.3246753246753247,0.6196503918022905,0.48497854077253216,0.8466183574879227,0.24734982332155478,0.0,0.0
eval_precision,0.5183788878416589,0.4899904671115348,0.5380952380952381,0.5885810243492863,0.8045977011494253,0.0,0.0
