,dh,dhid,mfdh,rgwp,dhwp,pp,rare
eval_accuracy,0.6936245572609209,0.6256781193490054,0.7939914163090128,0.5205314009661836,0.6996466431095406,0.8839285714285714,0.0
eval_precision,0.7403906742281033,0.692,0.5817610062893082,0.9308855291576674,0.38596491228070173,0.3626373626373626,0.0
