,dh,dhid,mfdh,rgwp,dhwp,pp,rare
eval_accuracy,0.7287844036697247,0.4073405535499398,0.7137546468401487,0.6616106897797038,0.6240740740740741,0.6037735849056604,0.4
eval_precision,0.5702108568864962,0.7202127659574468,0.8807339449541285,0.8319709355131698,0.3699231613611416,0.3878787878787879,0.009195402298850575
