,Metrics,Values,Model
0,eval_balanced_accuracy,0.5913339932598932,Easy Ensemble
1,eval_absolute_accuracy,0.6164788732394366,Easy Ensemble
2,eval_recall,0.6164788732394366,Easy Ensemble
3,eval_precision,0.7004298472863536,Easy Ensemble
4,eval_f1,0.6387105336267415,Easy Ensemble
5,eval_fit_time,46.10851550102234,Easy Ensemble
6,eval_score_time,42.49350929260254,Easy Ensemble
7,eval_roc_auc,0.8780404771515014,Easy Ensemble
8,eval_log_loss,1.6556428751730623,Easy Ensemble
