,dh,dhid,mfdh,rgwp,dhwp,pp,rare
eval_accuracy,0.7649082568807339,0.6167268351383874,0.550185873605948,0.8129288551823763,0.5666666666666667,0.8584905660377359,0.0
eval_precision,0.6841025641025641,0.6208358570563295,0.9308176100628931,0.8456048084147257,0.56353591160221,0.674074074074074,0.0
