,dh,dhid,mfdh,rgwp,dhwp,pp,rare
eval_accuracy,0.7148760330578512,0.6268836648583485,0.8068669527896996,0.5120772946859904,0.7067137809187279,0.8839285714285714,0.0
eval_precision,0.7429447852760737,0.7027027027027027,0.5838509316770186,0.9432703003337041,0.38095238095238093,0.38976377952755903,0.0
