,dh,dhid,mfdh,rgwp,dhwp,pp,rare
eval_accuracy,0.7798110979929161,0.7142857142857143,0.648068669527897,0.6920289855072463,0.6819787985865724,0.0625,0.0
eval_precision,0.7527065527065527,0.6155844155844156,0.722488038277512,0.8232758620689655,0.6136724960254372,0.7,0.0
