,dh,dhid,mfdh,rgwp,dhwp,pp,rare
eval_accuracy,0.7626918536009445,0.6503918022905365,0.6781115879828327,0.6980676328502415,0.6784452296819788,0.7678571428571429,0.0
eval_precision,0.7095002745744097,0.6399762752075919,0.6245059288537549,0.8487518355359766,0.5672082717872969,0.7166666666666667,0.0
